Name_of_Influencer,Insta_Handle,Q_Score,Followers,Avg_Likes,Avg_Views,Engagement_Ratio,Location,Categories,Influencer_Tier
Sonali Bendre Behl,iamsonalibendre,8.67,3500000,23600,74600,0.68,India,Arts and Entertainment,Mega
Trisha Krishnan,dudette583,9.27,3500000,330900,517799,9.46,Chennai,Arts and Entertainment,Mega
Trisha KrishnanTrisha Krishnan,trishakrishnan,9.27,3500000,330900,517799,9.46,India,Arts and Entertainment,Mega
Ravi Dubey,ravidubey2312,5.54,3500000,0,172600,0.00,India,Arts and Entertainment,Mega
Shriya Saran,shriya_saran1109,9.21,3500000,124600,105200,3.58,Chennai,Arts and Entertainment,Mega
Megha Akash,meghaakash,9.23,3500000,193700,149800,5.63,India,Arts and Entertainment,Mega
Nivetha Pethuraj,nivethapethuraj,9.23,3400000,202400,304800,5.90,India,Arts and Entertainment,Mega
Randeep Hooda,randeephooda,9.2,3400000,74400,208200,2.18,Delhi,Arts and Entertainment,Mega
Manoj Bajpayee,bajpayee.manoj,9.2,3400000,73400,236500,2.14,India,Arts and Entertainment,Mega
Malavika Mohanan,malavikamohanan_,9.23,3400000,196200,251600,5.74,Mumbai,Arts and Entertainment,Mega
Yuvika Choudhary,yuvikachaudhary,8.81,3400000,30800,86800,0.91,Delhi,Arts and Entertainment,Mega
Vedhika,vedhika4u,9.21,3400000,94800,67300,2.79,India,Arts and Entertainment,Mega
Yashika Anand,yashikaaannand,7.01,3400000,0,456300,0.02,India,Arts and Entertainment,Mega
Mehreen Pirzada,mehreenpirzadaa,9.2,3400000,75900,85300,2.25,India,Arts and Entertainment,Mega
Nikki Tamboli,nikki_tamboli,9.23,3400000,183400,313100,5.46,Chennai,Arts and Entertainment,Mega
Priyank Sharma,priyanksharmaaa,8.85,3400000,32400,147400,0.97,India,Arts and Entertainment,Mega
Manimegalai,iammanimegalai,9.22,3300000,160500,295200,4.85,Chennai,Arts and Entertainment,Mega
Madhavan,actormaddy,9.22,3300000,164700,524500,5.00,India,Arts and Entertainment,Mega
Ram Pothineni,ram_pothineni,9.32,3300000,519400,420000,15.82,India,Arts and Entertainment,Mega
Ahsaas Channa,ahsaassy_,9.22,3300000,151100,74100,4.63,India,Arts and Entertainment,Mega
Yash Raj Films,yrf,8.09,3300000,6600,87700,0.20,India,Arts and Entertainment,Mega
Tanya Sharma,tanyasharma27,9.2,3200000,57500,109800,1.79,India,Arts and Entertainment,Mega
Sara Gurpal,saragurpals,8.95,3200000,37600,86800,1.18,India,Arts and Entertainment,Mega
Soha Ali Khan,sakpataudi,8.76,3200000,28200,93000,0.88,India,Arts and Entertainment,Mega
Mimi Chakraborty,mimichakraborty,9.19,3200000,49600,59600,1.55,India,Arts and Entertainment,Mega
Pearl V Puri,pearlvpuri,9.22,3200000,157700,3300000,4.97,India,Arts and Entertainment,Mega
Divya Agarwal,divyaagarwal_official,9.21,3200000,122000,234500,3.84,India,Arts and Entertainment,Mega
G.V.Prakash Kumar,gvprakash,9.22,3200000,148400,427000,4.68,India,Arts and Entertainment,Mega
Priya Bhavani Shankar,priyabhavanishankar,9.23,3200000,190800,310100,6.05,India,Arts and Entertainment,Mega
Sandeep Maheshwari,sandeep__maheshwari,9.22,3100000,152200,554800,4.89,India,Arts and Entertainment,Mega
Lauren Gottlieb,laurengottlieb,9.21,3100000,90300,120800,2.88,Mumbai,Arts and Entertainment,Mega
Nikki Galrani,nikkigalrani,9.29,3100000,405400,86300,12.93,India,Arts and Entertainment,Mega
Karan Wahi,karanwahi,8.62,3100000,21200,79900,0.69,India,Arts and Entertainment,Mega
Ramji Gulati,ramjigulatiofficial,9.19,3100000,49400,110600,1.61,India,Arts and Entertainment,Mega
Jung Il Woo ???,jilwww,9.21,3100000,101800,123900,3.36,Assam,Arts and Entertainment,Mega
Himesh,realhimesh,8.41,3100000,10600,153300,0.35,India,Arts and Entertainment,Mega
Inas X,inasx,9.21,3100000,104200,314300,3.44,Assam,Arts and Entertainment,Mega
RAHUL VAIDYA RKV,rahulvaidyarkv,9.23,3100000,172900,426800,5.80,India,Arts and Entertainment,Mega
Kalyani Priyadarshan,kalyanipriyadarshan,9.36,3000000,680100,410300,22.42,India,Arts and Entertainment,Mega
Sophie Choudry,sophiechoudry,6.21,3000000,0,145400,0.01,Mumbai,Arts and Entertainment,Mega
Somya,somya_daundkar,9.21,3000000,119500,596400,4.07,Mumbai,Arts and Entertainment,Mega
Amyra Dastur,amyradastur93,9.2,3000000,67500,73200,2.24,India,Arts and Entertainment,Mega
Karanvir Bohra,karanvirbohra,6.32,3000000,0,408800,0.01,India,Arts and Entertainment,Mega
MANJmusik,manjmusik,9.22,3000000,136200,165100,4.53,Mumbai,Arts and Entertainment,Mega
Devoleena Bhattacharjee,devoleena,8.77,3000000,28500,272900,0.96,India,Arts and Entertainment,Mega
Shubhi Sharma,shubhi_sharma_official,8.19,3000000,7600,122100,0.26,India,Arts and Entertainment,Mega
Kajal Raghwani,kajalraghwani,8.53,3000000,16400,46000,0.56,India,Arts and Entertainment,Mega
Farah Khan,farahkhankunder,8.79,3000000,29400,249500,1.00,India,Arts and Entertainment,Mega
Maniesh Paul,manieshpaul,8.32,3000000,9100,52300,0.31,India,Arts and Entertainment,Mega
Varun Tej,varunkonidela7,9.22,3000000,139200,186100,4.71,India,Arts and Entertainment,Mega
Neeti Mohan,neetimohan18,8.53,3000000,16700,122700,0.57,India,Arts and Entertainment,Mega
Tai Lopez,tailopez,9.2,2900000,66800,171000,2.31,India,Arts and Entertainment,Mega
Rhea Chakraborty,rhea_chakraborty,9.21,2900000,103400,1300000,3.57,India,Arts and Entertainment,Mega
SunRisers Hyderabad,sunrisershyd,8.88,2900000,34400,134000,1.17,India,Arts and Entertainment,Mega
Tinaa Dattaa,dattaatinaa,9.11,2900000,45500,277700,1.57,Mumbai,Arts and Entertainment,Mega
Sanaya Irani,sanayairani,9.0,2900000,39200,147500,1.38,India,Arts and Entertainment,Mega
Ritika Singh,ritika_offl,9.21,2900000,111100,272800,3.85,India,Arts and Entertainment,Mega
Niti Taylor,nititaylor,9.2,2900000,78400,111100,2.76,India,Arts and Entertainment,Mega
Amrapali Dubey,aamrapali1101,8.52,2900000,16000,95900,0.56,India,Arts and Entertainment,Mega
Gurmeet Choudhary,guruchoudhary,8.99,2900000,39200,97100,1.39,India,Arts and Entertainment,Mega
Akhil Akkineni,akkineniakhil,9.25,2900000,255700,659900,8.95,India,Arts and Entertainment,Mega
Palak Muchhal,palakmuchhal3,9.2,2900000,63300,109200,2.24,India,Arts and Entertainment,Mega
Dipika Kakar,ms.dipika,9.23,2800000,186800,446200,6.61,India,Arts and Entertainment,Mega
Nivin Pauly,nivinpaulyactor,8.9,2800000,34900,153700,1.24,India,Arts and Entertainment,Mega
Iswarya Menon,iswarya.menon,9.24,2800000,220300,774200,7.84,India,Arts and Entertainment,Mega
LAVANYA,itsmelavanya,9.2,2800000,63900,133800,2.27,India,Arts and Entertainment,Mega
Kunal Kemmu,kunalkemmu,9.2,2800000,53500,162100,1.91,India,Arts and Entertainment,Mega
Priyanka Deshpande,priyankapdeshpande,9.22,2800000,153100,779600,5.49,India,Arts and Entertainment,Mega
Shama Sikander,shamasikander,8.48,2800000,14100,41000,0.51,India,Arts and Entertainment,Mega
Rithvik Dhanjani,rithvik_d,4.54,2800000,0,46800,0.00,India,Arts and Entertainment,Mega
Mukti Mohan,muktimohan,8.94,2800000,36800,39700,1.33,India,Arts and Entertainment,Mega
Shakti Arora,shaktiarora,9.2,2800000,79600,167800,2.92,India,Arts and Entertainment,Mega
Amaal Mallik,amaal_mallik,8.53,2700000,16000,421800,0.62,Mumbai,Arts and Entertainment,Mega
Arshi Khan,arshikofficial,6.87,2700000,0,187700,0.02,India,Arts and Entertainment,Mega
Andrea Jeremiah,therealandreajeremiah,9.21,2700000,104400,49800,3.82,India,Arts and Entertainment,Mega
Terence Lewis,terence_here,8.73,2700000,26400,120000,0.97,India,Arts and Entertainment,Mega
Sanya Malhotra,sanyamalhotra_,9.2,2700000,77600,129199,2.86,India,Arts and Entertainment,Mega
Niharika,niharika_nm,9.27,2700000,345500,1800000,12.78,India,Arts and Entertainment,Mega
Anam Darbar,anamdarbar97,8.99,2700000,39600,1100000,1.48,India,Arts and Entertainment,Mega
Shraddha Das,shraddhadas43,9.2,2700000,56600,61500,2.11,India,Arts and Entertainment,Mega
Aishwarya Rajessh,aishwaryarajessh,9.21,2700000,109700,178000,4.09,India,Arts and Entertainment,Mega
Nakuul Mehta,nakuulmehta,9.2,2700000,57500,124200,2.17,India,Arts and Entertainment,Mega
Krishna Mukherjee,krishna_mukherjee786,8.58,2700000,19200,34400,0.73,India,Arts and Entertainment,Mega
Chahatt Khanna,chahattkhanna,9.2,2600000,62400,38300,2.39,Mumbai,Arts and Entertainment,Mega
Anju Kurian,anjutk10,9.21,2600000,101400,373000,3.89,India,Arts and Entertainment,Mega
Dhruv Vikram,dhruv.vikram,9.3,2600000,471200,775700,18.27,India,Arts and Entertainment,Mega
Ahaana Krishna,ahaana_krishna,9.2,2600000,82000,387400,3.17,India,Arts and Entertainment,Mega
Tridha Choudhury,tridhac,9.2,2600000,78000,80600,3.07,India,Arts and Entertainment,Mega
Rupaliganguly,rupaliganguly,9.21,2500000,122600,218700,4.83,Mumbai,Arts and Entertainment,Mega
Shoaib Ibrahim,shoaib2087,9.2,2500000,72700,386300,2.87,India,Arts and Entertainment,Mega
Sayyeshaa,sayyeshaa,9.22,2500000,148900,708800,5.89,India,Arts and Entertainment,Mega
Terribly Tiny Tales,ttt_official,8.61,2500000,20600,206500,0.83,India,Arts and Entertainment,Mega
Radhika Pandit,iamradhikapandit,9.32,2500000,532600,1000000,21.35,Bengaluru,Arts and Entertainment,Mega
Pradeep Pandey,pradeeppandey_chintu,8.71,2500000,25700,60200,1.04,India,Arts and Entertainment,Mega
Kanchi Singh,kanchisingh09,8.3,2500000,8700,57600,0.36,India,Arts and Entertainment,Mega
Vaishnavi Rao,vaishnavi_rao5,9.2,2500000,70200,95700,2.85,India,Arts and Entertainment,Mega
Sumedh V Mudgalkar,beatking_sumedh,9.22,2500000,151700,398000,6.23,India,Arts and Entertainment,Mega
Drashti,dhamidrashti,8.63,2500000,21600,111700,0.89,India,Arts and Entertainment,Mega
F I L M Y G A G S,filmygags,8.44,2500000,12000,443900,0.49,India,Arts and Entertainment,Mega
Kusha Kapila,kushakapila,9.23,2400000,175600,325100,7.19,India,Arts and Entertainment,Mega
Dhivya Dharshini,ddneelakandan,9.21,2400000,118000,269100,4.85,Chennai,Arts and Entertainment,Mega
Monali Thakur,monalithakur03,8.99,2400000,39600,73800,1.64,India,Arts and Entertainment,Mega
Round2hell,round2hell,9.27,2400000,321500,1600000,13.50,India,Arts and Entertainment,Mega
Neeraj Madhav,neeraj_madhav,8.92,2400000,36100,145200,1.50,India,Arts and Entertainment,Mega
Saniya Iyappan,_saniya_iyappan_,9.24,2400000,207900,503100,8.66,India,Arts and Entertainment,Mega
Nakshathra Nagesh,nakshathra.nagesh,8.75,2400000,27900,107500,1.17,India,Arts and Entertainment,Mega
Ankita Sharma,iamankittasharma,9.09,2400000,44600,97100,1.90,India,Arts and Entertainment,Mega
Zain Imam,zainimam_official,9.21,2300000,91500,191200,3.96,India,Arts and Entertainment,Mega
Ali Quli Mirza,aliqulimirzaofficial,8.54,2300000,17000,122700,0.73,Mumbai,Arts and Entertainment,Mega
Sanjana Sanghi,sanjanasanghi96,9.21,2300000,119100,143100,5.11,India,Arts and Entertainment,Mega
Maanayata Dutt,maanayata,9.2,2300000,72800,302500,3.14,Mumbai,Arts and Entertainment,Mega
Zaara Yesmin,zaarayesmin,8.91,2300000,35700,127800,1.54,India,Arts and Entertainment,Mega
Athulya Ravi,athulyaofficial,9.21,2300000,119700,362400,5.17,India,Arts and Entertainment,Mega
Namrata Shirodkar,namratashirodkar,9.06,2300000,43000,246000,1.85,Hyderabad,Arts and Entertainment,Mega
Funcho,funcho,9.24,2300000,223300,0,9.63,India,Arts and Entertainment,Mega
Rohit Singhania,rohit1209_,9.2,2300000,55900,718600,2.44,India,Arts and Entertainment,Mega
Pradeep Machiraju,pradeep_machiraju,9.21,2300000,109500,397000,4.76,India,Arts and Entertainment,Mega
Priyanka Sarkar,priyankasarkarz,8.4,2300000,10300,113700,0.45,Kolkata,Arts and Entertainment,Mega
Vani Bhojan,vanibhojan_,9.04,2300000,42300,117700,1.85,India,Arts and Entertainment,Mega
Aditya Narayan,adityanarayanofficial,9.21,2300000,126200,345200,5.54,India,Arts and Entertainment,Mega
Ali Fazal,alifazal9,9.1,2300000,45100,100000,1.98,Mumbai,Arts and Entertainment,Mega
Heli Daruwala,heli_daruwala,9.2,2300000,54400,80800,2.40,India,Arts and Entertainment,Mega
Prarthana,prarthana.behere,9.2,2300000,66100,136000,2.92,India,Arts and Entertainment,Mega
Harshvardhan Rane,harshvardhanrane,9.2,2300000,67100,90900,2.97,India,Arts and Entertainment,Mega
Rajvir Jawanda,rajvirjawandaofficial,8.27,2300000,8500,66600,0.38,India,Arts and Entertainment,Mega
Karishma Sharma,karishmasharma22,8.76,2300000,27900,58900,1.24,India,Arts and Entertainment,Mega
Babbal Rai,babbalrai9,8.42,2300000,11000,22900,0.49,India,Arts and Entertainment,Mega
Khushali Kumar,khushalikumar,9.13,2300000,46000,69600,2.05,India,Arts and Entertainment,Mega
Aathmika,iamaathmika,9.21,2200000,124900,139300,5.58,India,Arts and Entertainment,Mega
Eesha Rebba,yourseesha,9.21,2200000,94200,127600,4.24,Hyderabad,Arts and Entertainment,Mega
MUGEN RAO,themugenrao,9.2,2200000,72700,196500,3.26,Chennai,Arts and Entertainment,Mega
Jasmine Sandlas,jasminesandlas,8.62,2200000,21000,348400,0.95,India,Arts and Entertainment,Mega
Shefali Jariwala,shefalijariwala,9.2,2200000,59300,301000,2.70,Mumbai,Arts and Entertainment,Mega
Richa Chadha,therichachadha,8.53,2200000,16800,31500,0.76,India,Arts and Entertainment,Mega
WamiQa Gabbi,wamiqagabbi,9.2,2200000,73700,381600,3.36,India,Arts and Entertainment,Mega
Khesari Lal Yadav,khesari_yadav,9.2,2200000,51500,235000,2.40,India,Arts and Entertainment,Mega
Sriti Jha,itisriti,9.21,2200000,113400,343100,5.27,India,Arts and Entertainment,Mega
Deepika Pilli ??,deepika_pilli,9.24,2200000,235000,572500,10.84,Hyderabad,Others,Mega
Sandeepa Dhar,iamsandeepadhar,8.73,2200000,26300,204000,1.23,India,Arts and Entertainment,Mega
Aishwarya Lekshmi,aishu__,9.21,2200000,104800,220500,4.84,India,Arts and Entertainment,Mega
Jay Bhanushali,ijaybhanushali,9.2,2200000,79300,232100,3.72,India,Arts and Entertainment,Mega
Pragya Jaiswal,jaiswalpragya,9.2,2200000,61400,82000,2.84,India,Arts and Entertainment,Mega
Ruhi Singh,ruhisingh12,8.61,2200000,20300,65800,0.96,India,Arts and Entertainment,Mega
Jonita,Music,9.23,2200000,169600,169100,7.86,India,Arts and Entertainment,Mega
Ishita Dutta Sheth,ishidutta,8.61,2100000,20800,47700,0.98,India,Arts and Entertainment,Mega
Kumar Sanu,kumarsanuofficial,9.09,2100000,44500,142800,2.10,India,Arts and Entertainment,Mega
Upen Patel,upenpatelworld,8.83,2100000,31400,0,1.49,India,Arts and Entertainment,Mega
Asha Negi,ashanegi,9.2,2100000,59600,144100,2.82,India,Arts and Entertainment,Mega
Puja Banerjee,banerjeepuja,9.2,2100000,57600,188200,2.76,Kolkata,Arts and Entertainment,Mega
Elnaaz Norouzi,_iamelnaaz_,8.64,2100000,21800,137100,1.05,India,Arts and Entertainment,Mega
Tabu,tabutiful,9.2,2100000,52900,136900,2.56,India,Arts and Entertainment,Mega
Sri Divya,sd_sridivya,9.2,2100000,82400,119400,3.96,India,Arts and Entertainment,Mega
Aditi Budhathoki,aditi_budhathoki,6.2,2100000,0,67100,0.01,India,Arts and Entertainment,Mega
Sonali Raut,isonaliraut,8.74,2100000,26700,97800,1.30,India,Arts and Entertainment,Mega
Manjull Khattar,manjullll,8.64,2100000,21800,102000,1.06,India,Arts and Entertainment,Mega
Aamna Sharif,aamnasharifofficial,8.87,2100000,33600,50800,1.63,Mumbai,Arts and Entertainment,Mega
TANIA,taniazworld,9.23,2100000,181600,133300,8.84,Punjab,Arts and Entertainment,Mega
Mallika Sherawat,mallikasherawat,8.5,2100000,14900,137300,0.73,India,Arts and Entertainment,Mega
Pawan Singh,singhpawan999,9.2,2100000,80000,327800,3.95,India,Arts and Entertainment,Mega
Bollywood Mobi,bollywood.mobi,7.62,2100000,1300,16500,0.06,India,Arts and Entertainment,Mega
Dabboo Ratnani,dabbooratnani,7.63,2100000,1400,99100,0.07,India,Arts and Entertainment,Mega
Mahhi Vij,mahhivij,8.42,2100000,11200,91300,0.55,Mumbai,Arts and Entertainment,Mega
Kainaat Arora,ikainaatarora,8.79,2000000,29400,75100,1.46,India,Arts and Entertainment,Mega
Rachita Ram,rachita_instaofficial,9.2,2000000,88900,263800,4.43,India,Arts and Entertainment,Mega
Nadiadwala Grandson,nadiadwalagrandson,8.44,2000000,12400,24300,0.62,Mumbai,Arts and Entertainment,Mega
Juhi Chawla,iamjuhichawla,8.5,2000000,15100,36700,0.76,India,Arts and Entertainment,Mega
Himaja Reddy,itshimaja,8.37,2000000,9700,103200,0.49,India,Arts and Entertainment,Mega
Anjana Singh,anjana_singh_,8.01,2000000,5600,23900,0.29,India,Arts and Entertainment,Mega
Koushani,myself_koushani,8.71,2000000,25500,49700,1.30,New Delhi,Arts and Entertainment,Mega
BOHEMIA,iambohemia,9.2,2000000,62200,376300,3.23,Punjab,Arts and Entertainment,Mega
Mandira Bedi,mandirabedi,8.12,2000000,6800,31900,0.35,India,Arts and Entertainment,Mega
Amritha Aiyer,amritha_aiyer,9.22,2000000,137200,119000,7.01,India,Arts and Entertainment,Mega
Arjun Rampal,rampal72,8.54,2000000,16900,54000,0.87,India,Arts and Entertainment,Mega
Hiba Nawab,hibanawab,9.09,1900000,44400,63700,2.29,India,Arts and Entertainment,Mega
Sai Dharam Tej,jetpanja,9.21,1900000,126900,394700,6.54,India,Arts and Entertainment,Mega
Telugu Filmnagar,telugufilmnagar,8.27,1900000,8600,77000,0.44,India,Arts and Entertainment,Mega
Atharvaa,atharvaamurali,9.25,1900000,257100,0,13.30,Chennai,Arts and Entertainment,Mega
ReginaCassandra,reginaacassandraa,8.79,1900000,29600,124200,1.53,India,Arts and Entertainment,Mega
Shalini,shalzp,9.22,1900000,154800,131400,8.01,India,Arts and Entertainment,Mega
Shivaleeka Oberoi,shivaleekaoberoi,9.21,1900000,99300,180700,5.17,India,Arts and Entertainment,Mega
Puneeth Rajkumar,puneethrajkumar.official,9.21,1900000,102200,368700,5.33,India,Arts and Entertainment,Mega
Elvish Yadav,elvish_yadav,9.22,1900000,146900,557600,7.73,India,Arts and Entertainment,Mega
Sunny Chopra,ssunnychoppra,9.2,1900000,53600,3100000,2.85,India,Arts and Entertainment,Mega
Priya Bapat,priyabapat,8.95,1900000,37600,121500,1.97,India,Arts and Entertainment,Mega
Be YouNick,beyounick,9.2,1900000,78000,362500,4.09,India,Arts and Entertainment,Mega
Palak Tiwari,palaktiwarii,9.22,1900000,160900,672000,8.55,India,Arts and Entertainment,Mega
Melvin Louis,melvinlouis,7.87,1900000,4100,112000,0.22,India,Arts and Entertainment,Mega
Kamal Haasan,ikamalhaasan,9.24,1900000,215800,264500,11.56,India,Arts and Entertainment,Mega
Varun Sood,varunsood12,9.2,1900000,65300,66500,3.53,India,Arts and Entertainment,Mega
Varshini Sounderajan,varshini_sounderajan,9.21,1900000,98400,246600,5.31,India,Arts and Entertainment,Mega
Vivian Divine India,vivianakadivine,9.22,1900000,158400,288500,8.59,India,Arts and Entertainment,Mega
Shantanu Maheshwari,shantanu.maheshwari,9.22,1900000,128500,551600,6.96,India,Arts and Entertainment,Mega
Rohit Suresh Saraf,rohitsaraf,9.25,1900000,282700,326400,15.31,India,Arts and Entertainment,Mega
Team Chetna Pande,iamchetnapande,8.69,1800000,24700,23000,1.35,India,Arts and Entertainment,Mega
Sugandha Mishra,sugandhamishra23,8.32,1800000,9000,110000,0.50,India,Arts and Entertainment,Mega
Ram Gopal Varma,rgvzoomin,8.66,1800000,23400,240400,1.28,India,Arts and Entertainment,Mega
Laughing Colours,laughingcolours,7.84,1800000,3700,22400,0.20,India,Arts and Entertainment,Mega
Sushant Divgikr,sushantdivgikr,3.78,1800000,0,31800,0.00,India,Arts and Entertainment,Mega
Varun Pruthi,varun_pruthi,8.5,1800000,15300,182900,0.85,India,Arts and Entertainment,Mega
Manav Chhabra,mr.mnv,9.21,1800000,113500,141300,6.33,India,Arts and Entertainment,Mega
Amruta Khanvilkar,amrutakhanvilkar,8.99,1800000,39400,114800,2.18,Mumbai,Arts and Entertainment,Mega
Vivek Dahiya,vivekdahiya,8.67,1800000,23400,57500,1.31,India,Arts and Entertainment,Mega
Ma Ka Pa Anandh,makapa_anand,9.13,1800000,46900,117800,2.59,India,Arts and Entertainment,Mega
Shobhita Rana,shobhitaranaofficial,6.09,1800000,0,32400,0.01,India,Arts and Entertainment,Mega
Miss Pooja,misspooja,8.48,1800000,14000,146200,0.79,India,Arts and Entertainment,Mega
Anu Emmanuel,anuemmanuel,9.22,1800000,152500,0,8.55,India,Arts and Entertainment,Mega
Khwahish Gal,khwahish_gal,8.74,1800000,26400,111200,1.52,Mumbai,Arts and Entertainment,Mega
Ankita Chhetri,ankitachhetri25,9.2,1800000,68900,240100,3.88,Mumbai,Arts and Entertainment,Mega
