Name_of_Influencer,Insta_Handle,Q_Score,Followers,Avg_Likes,Avg_Views,Engagement_Ratio,Location,Categories
Trisha KrishnanTrisha Krishnan,trishakrishnan,9.27,3.5m,330.9k,517.8k,9.46%,India,Arts and Entertainment
Ravi Dubey,ravidubey2312,5.54,3.5m,0,172.6k,0.00%,India,Arts and Entertainment
Shriya Saran,shriya_saran1109,9.21,3.5m,124.6k,105.2k,3.58%,Chennai,Arts and Entertainment
Megha Akash,meghaakash,9.23,3.5m,193.7k,149.8k,5.63%,India,Arts and Entertainment
Nivetha Pethuraj,nivethapethuraj,9.23,3.4m,202.4k,304.8k,5.90%,India,Arts and Entertainment
Randeep Hooda,randeephooda,9.2,3.4m,74.4k,208.2k,2.18%,Delhi,Arts and Entertainment
Manoj Bajpayee,bajpayee.manoj,9.2,3.4m,73.4k,236.5k,2.14%,India,Arts and Entertainment
Malavika Mohanan,malavikamohanan_,9.23,3.4m,196.2k,251.6k,5.74%,Mumbai,Arts and Entertainment
Yuvika Choudhary,yuvikachaudhary,8.81,3.4m,30.8k,86.8k,0.91%,Delhi,Arts and Entertainment
Vedhika,vedhika4u,9.21,3.4m,94.8k,67.3k,2.79%,India,Arts and Entertainment
Yashika Anand,yashikaaannand,7.01,3.4m,0,456.3k,0.02%,India,Arts and Entertainment
Mehreen Pirzada,mehreenpirzadaa,9.2,3.4m,75.9k,85.3k,2.25%,India,Arts and Entertainment
Nikki Tamboli,nikki_tamboli,9.23,3.4m,183.4k,313.1k,5.46%,Chennai,Arts and Entertainment
Priyank Sharma,priyanksharmaaa,8.85,3.4m,32.4k,147.4k,0.97%,India,Arts and Entertainment
Manimegalai,iammanimegalai,9.22,3.3m,160.5k,295.2k,4.85%,Chennai,Arts and Entertainment
Madhavan,actormaddy,9.22,3.3m,164.7k,524.5k,5.00%,India,Arts and Entertainment
Ram Pothineni,ram_pothineni,9.32,3.3m,519.4k,420k,15.82%,India,Arts and Entertainment
Ahsaas Channa,ahsaassy_,9.22,3.3m,151.1k,74.1k,4.63%,India,Arts and Entertainment
Yash Raj Films,yrf,8.09,3.3m,6.6k,87.7k,0.20%,India,Arts and Entertainment
Tanya Sharma,tanyasharma27,9.2,3.2m,57.5k,109.8k,1.79%,India,Arts and Entertainment
Sara Gurpal,saragurpals,8.95,3.2m,37.6k,86.8k,1.18%,India,Arts and Entertainment
Soha Ali Khan,sakpataudi,8.76,3.2m,28.2k,93k,0.88%,India,Arts and Entertainment
Mimi Chakraborty,mimichakraborty,9.19,3.2m,49.6k,59.6k,1.55%,India,Arts and Entertainment
Pearl V Puri,pearlvpuri,9.22,3.2m,157.7k,3.3m,4.97%,India,Arts and Entertainment
Divya Agarwal,divyaagarwal_official,9.21,3.2m,122k,234.5k,3.84%,India,Arts and Entertainment
G.V.Prakash Kumar,gvprakash,9.22,3.2m,148.4k,427k,4.68%,India,Arts and Entertainment
Priya Bhavani Shankar,priyabhavanishankar,9.23,3.2m,190.8k,310.1k,6.05%,India,Arts and Entertainment
Sandeep Maheshwari,sandeep__maheshwari,9.22,3.1m,152.2k,554.8k,4.89%,India,Arts and Entertainment
Lauren Gottlieb,laurengottlieb,9.21,3.1m,90.3k,120.8k,2.88%,Mumbai,Arts and Entertainment
Nikki Galrani,nikkigalrani,9.29,3.1m,405.4k,86.3k,12.93%,India,Arts and Entertainment
Karan Wahi,karanwahi,8.62,3.1m,21.2k,79.9k,0.69%,India,Arts and Entertainment
Ramji Gulati,ramjigulatiofficial,9.19,3.1m,49.4k,110.6k,1.61%,India,Arts and Entertainment
Jung Il Woo ???,jilwww,9.21,3.1m,101.8k,123.9k,3.36%,Assam,Arts and Entertainment
Himesh,realhimesh,8.41,3.1m,10.6k,153.3k,0.35%,India,Arts and Entertainment
Inas X,inasx,9.21,3.1m,104.2k,314.3k,3.44%,Assam,Arts and Entertainment
RAHUL VAIDYA RKV,rahulvaidyarkv,9.23,3.1m,172.9k,426.8k,5.80%,India,Arts and Entertainment
Kalyani Priyadarshan,kalyanipriyadarshan,9.36,3m,680.1k,410.3k,22.42%,India,Arts and Entertainment
Sophie Choudry,sophiechoudry,6.21,3m,0,145.4k,0.01%,Mumbai,Arts and Entertainment
Somya,somya_daundkar,9.21,3m,119.5k,596.4k,4.07%,Mumbai,Arts and Entertainment
Amyra Dastur,amyradastur93,9.2,3m,67.5k,73.2k,2.24%,India,Arts and Entertainment
Karanvir Bohra,karanvirbohra,6.32,3m,0,408.8k,0.01%,India,Arts and Entertainment
MANJmusik,manjmusik,9.22,3m,136.2k,165.1k,4.53%,Mumbai,Arts and Entertainment
Devoleena Bhattacharjee,devoleena,8.77,3m,28.5k,272.9k,0.96%,India,Arts and Entertainment
Shubhi Sharma,shubhi_sharma_official,8.19,3m,7.6k,122.1k,0.26%,India,Arts and Entertainment
Kajal Raghwani,kajalraghwani,8.53,3m,16.4k,46k,0.56%,India,Arts and Entertainment
Farah Khan,farahkhankunder,8.79,3m,29.4k,249.5k,1.00%,India,Arts and Entertainment
Maniesh Paul,manieshpaul,8.32,3m,9.1k,52.3k,0.31%,India,Arts and Entertainment
Varun Tej,varunkonidela7,9.22,3m,139.2k,186.1k,4.71%,India,Arts and Entertainment
Neeti Mohan,neetimohan18,8.53,3m,16.7k,122.7k,0.57%,India,Arts and Entertainment
Tai Lopez,tailopez,9.2,2.9m,66.8k,171k,2.31%,India,Arts and Entertainment
Rhea Chakraborty,rhea_chakraborty,9.21,2.9m,103.4k,1.3m,3.57%,India,Arts and Entertainment
SunRisers Hyderabad,sunrisershyd,8.88,2.9m,34.4k,134k,1.17%,India,Arts and Entertainment
Tinaa Dattaa,dattaatinaa,9.11,2.9m,45.5k,277.7k,1.57%,Mumbai,Arts and Entertainment
Sanaya Irani,sanayairani,9,2.9m,39.2k,147.5k,1.38%,India,Arts and Entertainment
Ritika Singh,ritika_offl,9.21,2.9m,111.1k,272.8k,3.85%,India,Arts and Entertainment
Niti Taylor,nititaylor,9.2,2.9m,78.4k,111.1k,2.76%,India,Arts and Entertainment
Amrapali Dubey,aamrapali1101,8.52,2.9m,16k,95.9k,0.56%,India,Arts and Entertainment
Gurmeet Choudhary,guruchoudhary,8.99,2.9m,39.2k,97.1k,1.39%,India,Arts and Entertainment
Akhil Akkineni,akkineniakhil,9.25,2.9m,255.7k,659.9k,8.95%,India,Arts and Entertainment
Palak Muchhal,palakmuchhal3,9.2,2.9m,63.3k,109.2k,2.24%,India,Arts and Entertainment
Dipika Kakar,ms.dipika,9.23,2.8m,186.8k,446.2k,6.61%,India,Arts and Entertainment
Nivin Pauly,nivinpaulyactor,8.9,2.8m,34.9k,153.7k,1.24%,India,Arts and Entertainment
Iswarya Menon,iswarya.menon,9.24,2.8m,220.3k,774.2k,7.84%,India,Arts and Entertainment
LAVANYA,itsmelavanya,9.2,2.8m,63.9k,133.8k,2.27%,India,Arts and Entertainment
Kunal Kemmu,kunalkemmu,9.2,2.8m,53.5k,162.1k,1.91%,India,Arts and Entertainment
Priyanka Deshpande,priyankapdeshpande,9.22,2.8m,153.1k,779.6k,5.49%,India,Arts and Entertainment
Shama Sikander,shamasikander,8.48,2.8m,14.1k,41k,0.51%,India,Arts and Entertainment
Rithvik Dhanjani,rithvik_d,4.54,2.8m,0,46.8k,0.00%,India,Arts and Entertainment
Mukti Mohan,muktimohan,8.94,2.8m,36.8k,39.7k,1.33%,India,Arts and Entertainment
Shakti Arora,shaktiarora,9.2,2.8m,79.6k,167.8k,2.92%,India,Arts and Entertainment
Amaal Mallik,amaal_mallik,8.53,2.7m,16k,421.8k,0.62%,Mumbai,Arts and Entertainment
Arshi Khan,arshikofficial,6.87,2.7m,0,187.7k,0.02%,India,Arts and Entertainment
Andrea Jeremiah,therealandreajeremiah,9.21,2.7m,104.4k,49.8k,3.82%,India,Arts and Entertainment
Terence Lewis,terence_here,8.73,2.7m,26.4k,120k,0.97%,India,Arts and Entertainment
Sanya Malhotra,sanyamalhotra_,9.2,2.7m,77.6k,129.2k,2.86%,India,Arts and Entertainment
Niharika,niharika_nm,9.27,2.7m,345.5k,1.8m,12.78%,India,Arts and Entertainment
Anam Darbar,anamdarbar97,8.99,2.7m,39.6k,1.1m,1.48%,India,Arts and Entertainment
Shraddha Das,shraddhadas43,9.2,2.7m,56.6k,61.5k,2.11%,India,Arts and Entertainment
Aishwarya Rajessh,aishwaryarajessh,9.21,2.7m,109.7k,178k,4.09%,India,Arts and Entertainment
Nakuul Mehta,nakuulmehta,9.2,2.7m,57.5k,124.2k,2.17%,India,Arts and Entertainment
Krishna Mukherjee,krishna_mukherjee786,8.58,2.7m,19.2k,34.4k,0.73%,India,Arts and Entertainment
Chahatt Khanna,chahattkhanna,9.2,2.6m,62.4k,38.3k,2.39%,Mumbai,Arts and Entertainment
Anju Kurian,anjutk10,9.21,2.6m,101.4k,373k,3.89%,India,Arts and Entertainment
Dhruv Vikram,dhruv.vikram,9.3,2.6m,471.2k,775.7k,18.27%,India,Arts and Entertainment
Ahaana Krishna,ahaana_krishna,9.2,2.6m,82k,387.4k,3.17%,India,Arts and Entertainment
Tridha Choudhury,tridhac,9.2,2.6m,78k,80.6k,3.07%,India,Arts and Entertainment
Rupaliganguly,rupaliganguly,9.21,2.5m,122.6k,218.7k,4.83%,Mumbai,Arts and Entertainment
Shoaib Ibrahim,shoaib2087,9.2,2.5m,72.7k,386.3k,2.87%,India,Arts and Entertainment
Sayyeshaa,sayyeshaa,9.22,2.5m,148.9k,708.8k,5.89%,India,Arts and Entertainment
Terribly Tiny Tales,ttt_official,8.61,2.5m,20.6k,206.5k,0.83%,India,Arts and Entertainment
Radhika Pandit,iamradhikapandit,9.32,2.5m,532.6k,1m,21.35%,Bengaluru,Arts and Entertainment
Pradeep Pandey,pradeeppandey_chintu,8.71,2.5m,25.7k,60.2k,1.04%,India,Arts and Entertainment
Kanchi Singh,kanchisingh09,8.3,2.5m,8.7k,57.6k,0.36%,India,Arts and Entertainment
Vaishnavi Rao,vaishnavi_rao5,9.2,2.5m,70.2k,95.7k,2.85%,India,Arts and Entertainment
Sumedh V Mudgalkar,beatking_sumedh,9.22,2.5m,151.7k,398k,6.23%,India,Arts and Entertainment
Drashti,dhamidrashti,8.63,2.5m,21.6k,111.7k,0.89%,India,Arts and Entertainment
F I L M Y G A G S,filmygags,8.44,2.5m,12k,443.9k,0.49%,India,Arts and Entertainment
Kusha Kapila,kushakapila,9.23,2.4m,175.6k,325.1k,7.19%,India,Arts and Entertainment
Dhivya Dharshini,ddneelakandan,9.21,2.4m,118k,269.1k,4.85%,Chennai,Arts and Entertainment
Monali Thakur,monalithakur03,8.99,2.4m,39.6k,73.8k,1.64%,India,Arts and Entertainment
Round2hell,round2hell,9.27,2.4m,321.5k,1.6m,13.50%,India,Arts and Entertainment
Neeraj Madhav,neeraj_madhav,8.92,2.4m,36.1k,145.2k,1.50%,India,Arts and Entertainment
Saniya Iyappan,_saniya_iyappan_,9.24,2.4m,207.9k,503.1k,8.66%,India,Arts and Entertainment
Nakshathra Nagesh,nakshathra.nagesh,8.75,2.4m,27.9k,107.5k,1.17%,India,Arts and Entertainment
Ankita Sharma,iamankittasharma,9.09,2.4m,44.6k,97.1k,1.90%,India,Arts and Entertainment
Zain Imam,zainimam_official,9.21,2.3m,91.5k,191.2k,3.96%,India,Arts and Entertainment
Ali Quli Mirza,aliqulimirzaofficial,8.54,2.3m,17k,122.7k,0.73%,Mumbai,Arts and Entertainment
Sanjana Sanghi,sanjanasanghi96,9.21,2.3m,119.1k,143.1k,5.11%,India,Arts and Entertainment
Maanayata Dutt,maanayata,9.2,2.3m,72.8k,302.5k,3.14%,Mumbai,Arts and Entertainment
Zaara Yesmin,zaarayesmin,8.91,2.3m,35.7k,127.8k,1.54%,India,Arts and Entertainment
Athulya Ravi,athulyaofficial,9.21,2.3m,119.7k,362.4k,5.17%,India,Arts and Entertainment
Namrata Shirodkar,namratashirodkar,9.06,2.3m,43k,246k,1.85%,Hyderabad,Arts and Entertainment
Funcho,funcho,9.24,2.3m,223.3k,0,9.63%,India,Arts and Entertainment
Rohit Singhania,rohit1209_,9.2,2.3m,55.9k,718.6k,2.44%,India,Arts and Entertainment
Pradeep Machiraju,pradeep_machiraju,9.21,2.3m,109.5k,397k,4.76%,India,Arts and Entertainment
Priyanka Sarkar,priyankasarkarz,8.4,2.3m,10.3k,113.7k,0.45%,Kolkata,Arts and Entertainment
Vani Bhojan,vanibhojan_,9.04,2.3m,42.3k,117.7k,1.85%,India,Arts and Entertainment
Aditya Narayan,adityanarayanofficial,9.21,2.3m,126.2k,345.2k,5.54%,India,Arts and Entertainment
Ali Fazal,alifazal9,9.1,2.3m,45.1k,100k,1.98%,Mumbai,Arts and Entertainment
Heli Daruwala,heli_daruwala,9.2,2.3m,54.4k,80.8k,2.40%,India,Arts and Entertainment
Prarthana,prarthana.behere,9.2,2.3m,66.1k,136k,2.92%,India,Arts and Entertainment
Harshvardhan Rane,harshvardhanrane,9.2,2.3m,67.1k,90.9k,2.97%,India,Arts and Entertainment
Rajvir Jawanda,rajvirjawandaofficial,8.27,2.3m,8.5k,66.6k,0.38%,India,Arts and Entertainment
Karishma Sharma,karishmasharma22,8.76,2.3m,27.9k,58.9k,1.24%,India,Arts and Entertainment
Babbal Rai,babbalrai9,8.42,2.3m,11k,22.9k,0.49%,India,Arts and Entertainment
Khushali Kumar,khushalikumar,9.13,2.3m,46k,69.6k,2.05%,India,Arts and Entertainment
Aathmika,iamaathmika,9.21,2.2m,124.9k,139.3k,5.58%,India,Arts and Entertainment
Eesha Rebba,yourseesha,9.21,2.2m,94.2k,127.6k,4.24%,Hyderabad,Arts and Entertainment
MUGEN RAO,themugenrao,9.2,2.2m,72.7k,196.5k,3.26%,Chennai,Arts and Entertainment
Jasmine Sandlas,jasminesandlas,8.62,2.2m,21k,348.4k,0.95%,India,Arts and Entertainment
Shefali Jariwala,shefalijariwala,9.2,2.2m,59.3k,301k,2.70%,Mumbai,Arts and Entertainment
Richa Chadha,therichachadha,8.53,2.2m,16.8k,31.5k,0.76%,India,Arts and Entertainment
WamiQa Gabbi,wamiqagabbi,9.2,2.2m,73.7k,381.6k,3.36%,India,Arts and Entertainment
Khesari Lal Yadav,khesari_yadav,9.2,2.2m,51.5k,235k,2.40%,India,Arts and Entertainment
Sriti Jha,itisriti,9.21,2.2m,113.4k,343.1k,5.27%,India,Arts and Entertainment
Deepika Pilli ??,deepika_pilli,9.24,2.2m,235k,572.5k,10.84%,Hyderabad,Others
Sandeepa Dhar,iamsandeepadhar,8.73,2.2m,26.3k,204k,1.23%,India,Arts and Entertainment
Aishwarya Lekshmi,aishu__,9.21,2.2m,104.8k,220.5k,4.84%,India,Arts and Entertainment
Jay Bhanushali,ijaybhanushali,9.2,2.2m,79.3k,232.1k,3.72%,India,Arts and Entertainment
Pragya Jaiswal,jaiswalpragya,9.2,2.2m,61.4k,82k,2.84%,India,Arts and Entertainment
Ruhi Singh,ruhisingh12,8.61,2.2m,20.3k,65.8k,0.96%,India,Arts and Entertainment
Jonita,Music,9.23,2.2m,169.6k,169.1k,7.86%,India,Arts and Entertainment
Ishita Dutta Sheth,ishidutta,8.61,2.1m,20.8k,47.7k,0.98%,India,Arts and Entertainment
Kumar Sanu,kumarsanuofficial,9.09,2.1m,44.5k,142.8k,2.10%,India,Arts and Entertainment
Upen Patel,upenpatelworld,8.83,2.1m,31.4k,0,1.49%,India,Arts and Entertainment
Asha Negi,ashanegi,9.2,2.1m,59.6k,144.1k,2.82%,India,Arts and Entertainment
Puja Banerjee,banerjeepuja,9.2,2.1m,57.6k,188.2k,2.76%,Kolkata,Arts and Entertainment
Elnaaz Norouzi,_iamelnaaz_,8.64,2.1m,21.8k,137.1k,1.05%,India,Arts and Entertainment
Tabu,tabutiful,9.2,2.1m,52.9k,136.9k,2.56%,India,Arts and Entertainment
Sri Divya,sd_sridivya,9.2,2.1m,82.4k,119.4k,3.96%,India,Arts and Entertainment
Aditi Budhathoki,aditi_budhathoki,6.2,2.1m,0,67.1k,0.01%,India,Arts and Entertainment
Sonali Raut,isonaliraut,8.74,2.1m,26.7k,97.8k,1.30%,India,Arts and Entertainment
Manjull Khattar,manjullll,8.64,2.1m,21.8k,102k,1.06%,India,Arts and Entertainment
Aamna Sharif,aamnasharifofficial,8.87,2.1m,33.6k,50.8k,1.63%,Mumbai,Arts and Entertainment
TANIA,taniazworld,9.23,2.1m,181.6k,133.3k,8.84%,Punjab,Arts and Entertainment
Mallika Sherawat,mallikasherawat,8.5,2.1m,14.9k,137.3k,0.73%,India,Arts and Entertainment
Pawan Singh,singhpawan999,9.2,2.1m,80k,327.8k,3.95%,India,Arts and Entertainment
Bollywood Mobi,bollywood.mobi,7.62,2.1m,1.3k,16.5k,0.06%,India,Arts and Entertainment
Dabboo Ratnani,dabbooratnani,7.63,2.1m,1.4k,99.1k,0.07%,India,Arts and Entertainment
Mahhi Vij,mahhivij,8.42,2.1m,11.2k,91.3k,0.55%,Mumbai,Arts and Entertainment
Kainaat Arora,ikainaatarora,8.79,2m,29.4k,75.1k,1.46%,India,Arts and Entertainment
Rachita Ram,rachita_instaofficial,9.2,2m,88.9k,263.8k,4.43%,India,Arts and Entertainment
Nadiadwala Grandson,nadiadwalagrandson,8.44,2m,12.4k,24.3k,0.62%,Mumbai,Arts and Entertainment
Juhi Chawla,iamjuhichawla,8.5,2m,15.1k,36.7k,0.76%,India,Arts and Entertainment
Himaja Reddy,itshimaja,8.37,2m,9.7k,103.2k,0.49%,India,Arts and Entertainment
Anjana Singh,anjana_singh_,8.01,2m,5.6k,23.9k,0.29%,India,Arts and Entertainment
Koushani,myself_koushani,8.71,2m,25.5k,49.7k,1.30%,New Delhi,Arts and Entertainment
BOHEMIA,iambohemia,9.2,2m,62.2k,376.3k,3.23%,Punjab,Arts and Entertainment
Mandira Bedi,mandirabedi,8.12,2m,6.8k,31.9k,0.35%,India,Arts and Entertainment
Amritha Aiyer,amritha_aiyer,9.22,2m,137.2k,119k,7.01%,India,Arts and Entertainment
Arjun Rampal,rampal72,8.54,2m,16.9k,54k,0.87%,India,Arts and Entertainment
Hiba Nawab,hibanawab,9.09,1.9m,44.4k,63.7k,2.29%,India,Arts and Entertainment
Sai Dharam Tej,jetpanja,9.21,1.9m,126.9k,394.7k,6.54%,India,Arts and Entertainment
Telugu Filmnagar,telugufilmnagar,8.27,1.9m,8.6k,77k,0.44%,India,Arts and Entertainment
Atharvaa,atharvaamurali,9.25,1.9m,257.1k,0,13.30%,Chennai,Arts and Entertainment
ReginaCassandra,reginaacassandraa,8.79,1.9m,29.6k,124.2k,1.53%,India,Arts and Entertainment
Shalini,shalzp,9.22,1.9m,154.8k,131.4k,8.01%,India,Arts and Entertainment
Shivaleeka Oberoi,shivaleekaoberoi,9.21,1.9m,99.3k,180.7k,5.17%,India,Arts and Entertainment
Puneeth Rajkumar,puneethrajkumar.official,9.21,1.9m,102.2k,368.7k,5.33%,India,Arts and Entertainment
Elvish Yadav,elvish_yadav,9.22,1.9m,146.9k,557.6k,7.73%,India,Arts and Entertainment
Sunny Chopra,ssunnychoppra,9.2,1.9m,53.6k,3.1m,2.85%,India,Arts and Entertainment
Priya Bapat,priyabapat,8.95,1.9m,37.6k,121.5k,1.97%,India,Arts and Entertainment
Be YouNick,beyounick,9.2,1.9m,78k,362.5k,4.09%,India,Arts and Entertainment
Palak Tiwari,palaktiwarii,9.22,1.9m,160.9k,672k,8.55%,India,Arts and Entertainment
Melvin Louis,melvinlouis,7.87,1.9m,4.1k,112k,0.22%,India,Arts and Entertainment
Kamal Haasan,ikamalhaasan,9.24,1.9m,215.8k,264.5k,11.56%,India,Arts and Entertainment
Varun Sood,varunsood12,9.2,1.9m,65.3k,66.5k,3.53%,India,Arts and Entertainment
Varshini Sounderajan,varshini_sounderajan,9.21,1.9m,98.4k,246.6k,5.31%,India,Arts and Entertainment
Vivian Divine India,vivianakadivine,9.22,1.9m,158.4k,288.5k,8.59%,India,Arts and Entertainment
Shantanu Maheshwari,shantanu.maheshwari,9.22,1.9m,128.5k,551.6k,6.96%,India,Arts and Entertainment
Rohit Suresh Saraf,rohitsaraf,9.25,1.9m,282.7k,326.4k,15.31%,India,Arts and Entertainment
Team Chetna Pande,iamchetnapande,8.69,1.8m,24.7k,23k,1.35%,India,Arts and Entertainment
Sugandha Mishra,sugandhamishra23,8.32,1.8m,9k,110k,0.50%,India,Arts and Entertainment
Ram Gopal Varma,rgvzoomin,8.66,1.8m,23.4k,240.4k,1.28%,India,Arts and Entertainment
Laughing Colours,laughingcolours,7.84,1.8m,3.7k,22.4k,0.20%,India,Arts and Entertainment
Sushant Divgikr,sushantdivgikr,3.78,1.8m,0,31.8k,0.00%,India,Arts and Entertainment
Varun Pruthi,varun_pruthi,8.5,1.8m,15.3k,182.9k,0.85%,India,Arts and Entertainment
Manav Chhabra,mr.mnv,9.21,1.8m,113.5k,141.3k,6.33%,India,Arts and Entertainment
Amruta Khanvilkar,amrutakhanvilkar,8.99,1.8m,39.4k,114.8k,2.18%,Mumbai,Arts and Entertainment
Vivek Dahiya,vivekdahiya,8.67,1.8m,23.4k,57.5k,1.31%,India,Arts and Entertainment
Ma Ka Pa Anandh,makapa_anand,9.13,1.8m,46.9k,117.8k,2.59%,India,Arts and Entertainment
Shobhita Rana,shobhitaranaofficial,6.09,1.8m,0,32.4k,0.01%,India,Arts and Entertainment
Miss Pooja,misspooja,8.48,1.8m,14k,146.2k,0.79%,India,Arts and Entertainment
Anu Emmanuel,anuemmanuel,9.22,1.8m,152.5k,0,8.55%,India,Arts and Entertainment
Khwahish Gal,khwahish_gal,8.74,1.8m,26.4k,111.2k,1.52%,Mumbai,Arts and Entertainment
Ankita Chhetri,ankitachhetri25,9.2,1.8m,68.9k,240.1k,3.88%,Mumbai,Arts and Entertainment
Arjit Taneja,arjitaneja,8.68,1.8m,23.7k,82.9k,1.35%,India,Arts and Entertainment
Jasleen,missjasleenarora,9.2,1.8m,82.2k,176.9k,4.63%,India,Arts and Entertainment
Radhika Bangia,radhika_bangia,9.2,1.8m,62.4k,170.3k,3.52%,India,Arts and Entertainment
Prabh Gill,Music,8.49,1.8m,14.7k,40.9k,0.84%,India,Arts and Entertainment
Vikas Gupta,lostboyjourney,9.2,1.8m,88k,406.3k,4.99%,India,Arts and Entertainment
Lakshmi Manchu,lakshmimanchu,8.2,1.8m,7.8k,177.2k,0.45%,Hyderabad,Arts and Entertainment
Aakriti Sharma,aakritisharma.official,8.54,1.7m,17.1k,520.1k,1.00%,India,Arts and Entertainment
Manjimamohan,manjimamohan,9.14,1.7m,47.2k,64.5k,2.72%,India,Arts and Entertainment
Apoorva Arora,apooarora,9.21,1.7m,93k,142.8k,5.41%,India,Arts and Entertainment
Sakshi Agarwa,iamsakshiagarwal,9.21,1.7m,102k,128k,5.98%,India,Arts and Entertainment
Shivin Narang,shivin7,6.12,1.7m,0,45.5k,0.01%,India,Arts and Entertainment
Sunidhi Chauhan,sunidhichauhan5,8.48,1.7m,14k,55.2k,0.82%,India,Arts and Entertainment
Komal Pandey,komalpandeyofficial,9.2,1.7m,80.6k,767k,4.73%,India,Arts and Entertainment
Srishty Rode,srishtyrode24,5.32,1.7m,0,129.2k,0.01%,Mumbai,Arts and Entertainment
Sara Khan,ssarakhan,8.6,1.7m,19.8k,29.1k,1.17%,India,Arts and Entertainment
Rhea Kapoor,rheakapoor,8.53,1.7m,16.7k,66k,0.98%,India,Arts and Entertainment
Kichcha Sudeepa,kichchasudeepa,9.22,1.7m,140.2k,418.2k,8.37%,India,Arts and Entertainment
Ashu Reddy??,ashu_uuu,9.03,1.7m,41.6k,167.4k,2.47%,India,Arts and Entertainment
Rani Chatterjee,ranichatterjeeofficial,8.14,1.7m,7k,27.9k,0.42%,India,Arts and Entertainment
Catherine Tresa,catherinetresa,9.21,1.7m,125.5k,117.7k,7.49%,India,Arts and Entertainment
Pooja Sawant,iampoojasawant,9.16,1.7m,48.1k,83.6k,2.87%,India,Arts and Entertainment
???????????,kavin.0431,9.24,1.7m,214.9k,671.5k,12.87%,Chennai,Arts and Entertainment
Anusha,vjanusha,8.99,1.7m,39.7k,279.5k,2.37%,India,Arts and Entertainment
Dharma Productions,dharmamovies,7.83,1.7m,3.6k,16.9k,0.22%,India,Arts and Entertainment
Esha Deol,imeshadeol,8.64,1.7m,21.8k,48.1k,1.32%,Mumbai,Arts and Entertainment
Kritika Kamra,kkamra,8.58,1.7m,19.3k,94k,1.17%,India,Arts and Entertainment
Faisal Khan,faisalkhan30,8.19,1.7m,7.5k,22.4k,0.46%,India,Arts and Entertainment
Priya Mani Raj,pillumani,9.2,1.6m,80.7k,83.1k,4.92%,India,Arts and Entertainment
Kishwer M Rai,kishwersmerchantt,8.98,1.6m,39.1k,93.9k,2.39%,Mumbai,Arts and Entertainment
HarshaaliMalhotra,harshaalimalhotra_03,8.89,1.6m,34.5k,320.3k,2.12%,India,Arts and Entertainment
Sooraj Pancholi,soorajpancholi,9.22,1.6m,129.2k,171.8k,7.91%,India,Arts and Entertainment
Arjun Das,imarjundas,9.24,1.6m,230.7k,379.7k,14.14%,India,Arts and Entertainment
Shruti Sinha,shrutisinhahaha,9.21,1.6m,96.4k,197.4k,5.91%,India,Arts and Entertainment
Ashika Rangnath,ashika_rangnath,9.22,1.6m,158.8k,277.5k,9.79%,Bengaluru,Arts and Entertainment
Amrinder Gill,amrindergill,9.21,1.6m,89.1k,446.7k,5.57%,India,Arts and Entertainment
Mad Stuff With Rob,madstuffwithrob,8.58,1.6m,19.1k,78.4k,1.18%,India,Arts and Entertainment
SAB TV,sabtv,7.91,1.6m,20,64.9k,0.00%,India,Arts and Entertainment
Varu Sarathkumar,varusarathkumar,9.07,1.6m,43.4k,134.3k,2.70%,India,Arts and Entertainment
Amit Tandon,amit_tandon0411,9.2,1.6m,50.5k,315.1k,3.18%,India,Arts and Entertainment
Anjali,yours_anjali,9.09,1.6m,44.7k,159.2k,2.78%,India,Arts and Entertainment
Rupali Jagga,rupalijagga,8.48,1.6m,14k,62.6k,0.88%,India,Arts and Entertainment
Hebah Patel,ihebahp,8.92,1.6m,36.3k,107k,2.26%,India,Arts and Entertainment
Alekhya Harika,alekhyaharika_,9.2,1.6m,76.2k,247.5k,4.74%,India,Arts and Entertainment
Karan Tacker,karantacker,8.56,1.6m,17.9k,51.3k,1.12%,India,Arts and Entertainment
Raiza Wilson,raizawilson,8.95,1.6m,37.4k,35.6k,2.34%,India,Arts and Entertainment
Naveen Singh,bihariladka,9.21,1.6m,119.8k,0,7.53%,Bihar,Arts and Entertainment
Kratika Dheer,itsmekratika,9.2,1.6m,83.7k,715.2k,5.31%,India,Arts and Entertainment
Karan Singh Grover,iamksgofficial,8.68,1.6m,23.9k,149.4k,1.53%,India,Arts and Entertainment
Jazzy B,jazzyb,8.58,1.6m,19.2k,42.9k,1.22%,India,Arts and Entertainment
DJ CHETAS,djchetas,9.2,1.6m,68.8k,1.3m,4.36%,India,Arts and Entertainment
Shael Oswal,singershael,2,1.6m,0,0,0.00%,Ludhiana,Arts and Entertainment
Aahana Kumra,aahanakumra,8,1.6m,5.4k,24.4k,0.35%,India,Arts and Entertainment
Bani J,banij,9.2,1.6m,51.1k,103.9k,3.27%,India,Arts and Entertainment
Debina,debinabon,9.03,1.6m,41.6k,245.7k,2.67%,Mumbai,Arts and Entertainment
SHABIR AHLUWALIA,shabirahluwalia,9.2,1.6m,52k,219.2k,3.40%,Mumbai,Arts and Entertainment
Gagan Kokri,gagankokri,7.91,1.5m,4.5k,26.6k,0.30%,India,Arts and Entertainment
Babbu Maan,babbumaaninsta,9.21,1.5m,89.4k,415.7k,6.13%,India,Arts and Entertainment
